doculect	concept	ipa	asjp	cogid	Gold
Basap (Lebo)	what	inon	inon	5	
Basap (Lebo)	what	inun	inun	5	
Tabalar Basap	what	non	non	5	
Segai Basap	what	non	non	5	
Ngorek	what	un	un	5	
Mpraa	what	nəo̯ŋ	n3oN	5	
Baram Kayan	what	nun	nun	5	
Apo Kayan Kayan	what	nun	nun	5	
Busang	what	nun	nun	5	
Bahau Saq	what	nuh	nuh	5	
PKM	what	nun	nun	5	
Long Gelat	what	nuːn	nun	5	
Modang woeg helag	what	noən	no3n	5	
Gaai	what	moə̯n	mo3n	5	
Kelai	what	non	non	5	
Punan Tuvu'	what	anuh	anuh	5	
Punan Tuvu'	what	enuh	enuh	5	
Punan Bah	what	nu	nu	5	
Beketan	what	han	han	5	
Punan Lisum	what	anu	anu	5	
Punan Aput	what	nu	nu	5	
Ukit	what	ranu	ranu	5	
Buket	what	anu	anu	5	
Hovongan	what	honoa	honoa	5	
Kereho	what	ono	ono	5	
Seputan	what	ono	ono	5	
Aoheng	what	onu	onu	5	
Sebop (old)	what	eoʔ	eo7	5	
Vo	what	inu	inu	5	
Gah	what	inu	inu	5	
Laang	what	inu	inu	5	
Sawa	what	inu	inu	5	
Tau	what	inu	inu	5	
Badeng	what	yu	iu	5	
Lun-Dayeh	what	non	non	5	
Kelabit	what	ənun	3nun	5	
Berawan (Terawan)	what	ñon	non	5	
Ambalo	what	asi	asi	6	
Kendayan 2	what	aheʔ	ahe7	6	
Tawoyan	what	nseʔ	nse7	6	
Paser	what	iseʔ	ise7	6	
Dalat Melanau	what	unəw	un3w	7	
Kanowit	what	nəw	n3w	7	
Sekapan	what	naw	naw	7	
Kejaman	what	naw	naw	7	
Lahanan	what	naw	naw	7	
Penan Mubui	what	inəwʔ	in3w7	7	
Penan Jekitan	what	inəwʔ	in3w7	7	
Penan Beku	what	inəwʔ	in3w7	7	
Pawe	what	inəw	in3w	7	
Berawan (jeegan)	what	iniəw	ini3w	7	
Burusu	what	now	now	7	
Taman	when	bilaʔ	bila7	1	
Ambalo	when	bilasi	bilasi	1	
Ngaju	when	peaʔ	pea7	1	
Mpraa	when	bəhrĩə̯̃	b3hri3	1	
Punan Lisum	when	bi hai	bihai	1	
Punan Aput	when	bey hãĩ	beihai	1	
Kendayan 2	when	kamueʔ	kamue7	2	
Kendayan 2	when	kamileʔ	kamile7	2	
Ketapang	when	həmbilo	h3mbilo	3	
Keninjal	when	sibilay	sibilai	3	
Seberuang	when	sibila	sibila	3	
Upper Kapuas Iban	when	kəmaya	k3maia	4	
Mualang	when	kəmaya	k3maia	4	
Bekati	when	ñina	nina	5	
Hliboi Bidayuh	when	ŋanieh	Nanieh	5	
Sungkung	when	nɨʔ añi	n37ani	5	
Jangkang	when	nan	nan	5	
Ribun	when	n̩ah	nah	5	
Pangkodan Sanggau	when	nan	nan	5	
Penan Mubui	when	hun mah	hunmah	5	
Indonesian/Malay	when	kapan	kapan	6	
Dusun	when	tavian	tavian	6	
Benuaq	when	kapan	kapan	6	
Tunjung	when	kapan	kapan	6	
Hovongan	when	tivovon	tivovon	6	
Benyadu	when	mináʔ	mina7	7	
Kadorih	when	iraʔ	ira7	7	
Segai Basap	when	masa	masa	7	
Ngorek	when	meran	meran	7	
Baram Kayan	when	hiran	hiran	7	
Apo Kayan Kayan	when	hiran	hiran	7	
Busang	when	hira	hira	7	
PKM	when	siran	siran	7	
Dalat Melanau	when	paya	paia	7	
Kanowit	when	pidan	pidan	7	
Kanowit	when	pida	pida	7	
Sebop (old)	when	siran	siran	7	
Penan Jekitan	when	siran	siran	7	
Penan Beku	when	siran	siran	7	
Vo	when	miran	miran	7	
Pawe	when	miran	miran	7	
Gah	when	midan	midan	7	
Laang	when	midan	midan	7	
Sawa	when	midan	midan	7	
Tau	when	midan	midan	7	
Badeng	when	medan	medan	7	
Lun-Dayeh	when	edan	edan	7	
Kelabit	when	idan	idan	7	
Berawan (jeegan)	when	ŋɛran	NEran	7	
Berawan (Terawan)	when	iran	iran	7	
Gaai	when	damaw	damaw	8	
Kelai	when	dao̯ moh	daomoh	8	
Bakumpai	when	kareh	kareh	9	
Tawoyan	when	nkar meʔ	nkarme7	9	
Basap (Lebo)	when	kudaʔ di	kuda7di	9	
Kejaman	when	kurah	kurah	9	
Lahanan	when	kurah	kurah	9	
Miri	when	udeh	udeh	9	
Narum	when	sudeə̯h	sude3h	9	
Segai Basap	when	ama	ama	10	
Long Gelat	when	ñəmaː	n3ma	10	
Modang woeg helag	when	n͂əmaə̯	n3ma3	10	
Ukit	when	ona ma	onama	10	
Buket	when	on nama	onnama	10	
Kereho	when	hivomo	hivomo	11	
Seputan	when	hamo	hamo	11	
Aoheng	when	hamo	hamo	11	
Punan Tuvu'	when	an ʔay	an7ai	12	
Punan Bah	when	unay	unai	12	
Golik	when	wanɘt	wan3t	13	
Kapuas	when	hampəreyaʔ	hamp3reia7	14	
Maanyan	when	hantek awe	hantekawe	15	
Paser	when	ʤəman one	j3manone	16	
Tabalar Basap	when	non totuyay	nontotuiai	17	
Bahau Saq	when	ʤiʔ nuh	ji7nuh	18	
Beketan	when	lipa	lipa	19	
Indonesian/Malay	where	di mana	dimana	1	
Ketapang	where	di mono	dimono	1	
Keninjal	where	di monay	dimonai	1	
Ambalo	where	densi	densi	2	
Seberuang	where	dini	dini	2	
Upper Kapuas Iban	where	dini	dini	2	
Mualang	where	di ni	dini	2	
Tunjung	where	deʔ din͂a	de7dina	2	
Beketan	where	deya	deia	2	
Kendayan 2	where	kaʔ may	ka7mai	3	
Benyadu	where	kaʔ ome	ka7ome	3	
Bekati	where	daʔ mi	da7mi	3	
Hliboi Bidayuh	where	dakitn	dakitn	3	
Jangkang	where	waʔ ŋokih	wa7Nokih	4	
Ribun	where	ŋo kɛh	NokEh	4	
Pangkodan Sanggau	where	waʔ ŋokih	wa7Nokih	4	
Paser	where	moneʔ	mone7	5	
Benuaq	where	moː meʔ	mome7	5	
Maanyan	where	wuah inun	wuahinun	6	
Ngorek	where	tenoʔ	teno7	6	
Mpraa	where	kaniuʔ	kaniu7	6	
Baram Kayan	where	hinoʔ	hino7	6	
Apo Kayan Kayan	where	hoʔ inoʔ	ho7ino7	6	
Busang	where	haʔ inoʔ	ha7ino7	6	
PKM	where	hinu	hinu	6	
Sebop (old)	where	teoʔ	teo7	6	
Kadorih	where	aŋ amoh	aNamoh	7	
Kapuas	where	həŋ kueh	h3Nkueh	7	
Tawoyan	where	tai meʔ	taime7	7	
Basap (Lebo)	where	sima	sima	7	
Segai Basap	where	kən maʔ	k3nma7	7	
Bahau Saq	where	hamuh	hamuh	7	
Long Gelat	where	ləmaː	l3ma	7	
Modang woeg helag	where	təmaə̯	t3ma3	7	
Gaai	where	amaw	amaw	7	
Kelai	where	aː moh	amoh	7	
Ukit	where	himaʔ	hima7	7	
Buket	where	na hamaʔ	nahama7	7	
Hovongan	where	noŋ hamo	noNhamo	7	
Penan Mubui	where	səmah	s3mah	7	
Penan Jekitan	where	səmah	s3mah	7	
Penan Beku	where	kəmah	k3mah	7	
Vo	where	təmɨ	t3m3	7	
Badeng	where	kəŋke	k3Nke	7	
Narum	where	təmᵇah	t3mah	7	
Taman	where	de kauh	dekauh	8	
Golik	where	dɘ ɔpih	d3opih	8	
Ngaju	where	mele kueʔ	melekue7	8	
Tabalar Basap	where	bombah	bombah	8	
Sekapan	where	abah	abah	8	
Kejaman	where	abah	abah	8	
Lahanan	where	an bah	anbah	8	
Punan Tuvu'	where	an pay	anpai	8	
Lun-Dayeh	where	ya pəh	iap3h	8	
Kelabit	where	ŋapəh	Nap3h	8	
Miri	where	dəpah	d3pah	8	
Kiput	where	ñəh	n3h	8	
Punan Tuvu'	where	ai	ai	9	
Punan Bah	where	pai	pai	9	
Punan Lisum	where	bi hai	bihai	9	
Kereho	where	bɛʔ mo	bE7mo	10	
Seputan	where	bemo	bemo	10	
Aoheng	where	bemo	bemo	10	
Pawe	where	kuʔ mbəy	ku7mb3i	11	
Gah	where	kəmbi	k3mbi	11	
Laang	where	kəmbi	k3mbi	11	
Sawa	where	kəmbi	k3mbi	11	
Tau	where	kəmpi	k3mpi	11	
Dusun	where	taʔ ave	ta7ave	12	
Dusun	where	taŋar ave	taNarave	12	
Berawan (Terawan)	where	ataʔ buʔ	ata7bu7	12	
Dalat Melanau	where	gaan	gaan	13	
Kanowit	where	toʔ han	to7han	13	
Punan Aput	where	soʔ hãỹ	so7hai	13	
Berawan (jeegan)	where	aʔan	a7an	13	
Sungkung	where	nəg ki	n3gki	14	
Taman	which	yaŋ ekan	iaNekan	1	
Indonesian/Malay	which	yaŋ mana	iaNmana	1	
Ketapang	which	an mono	anmono	1	
Keninjal	which	yaŋ monay	iaNmonai	1	
Seberuang	which	yaŋ ni	iaNni	1	
Upper Kapuas Iban	which	ya kəni	iak3ni	1	
Paser	which	ya mone	iamone	1	
Benyadu	which	da dome	dadome	2	
Bekati	which	dadu mi	dadumi	2	
Jangkang	which	dɛʔ iŋkih	dE7iNkih	3	
Ribun	which	diʔ ŋo kɛh	di7NokEh	3	
Pangkodan Sanggau	which	diʔ kih	di7kih	3	
Ngaju	which	ʤe kuehhhhhhh	jekuehhhhhhh	4	
Bakumpai	which	ʤikueh	jikueh	4	
Sungkung	which	daʔ aki	da7aki	5	
Maanyan	which	saʔ awe	sa7awe	5	
Dusun	which	saʔ awe	sa7awe	5	
Punan Tuvu'	which	aʔay	a7ai	5	
Punan Bah	which	ʤiʔ ai	ji7ai	5	
Punan Aput	which	aŋ hãy	aNhai	5	
Tawoyan	which	nseʔ iəʔ	nse7i37	6	
Ngorek	which	nenoʔ	neno7	6	
Mpraa	which	nu niuʔ	nuniu7	6	
Kiput	which	nəʔ	n37	6	
Baram Kayan	which	aləŋ anoʔ	al3Nano7	7	
Apo Kayan Kayan	which	alaŋ anoʔ	alaNano7	7	
Busang	which	alaŋ anoʔ	alaNano7	7	
Bahau Saq	which	alaŋ amuh	alaNamuh	7	
Kendayan 2	which	naŋ may	naNmai	8	
Long Gelat	which	niʔ maː	ni7ma	8	
Gaai	which	namaw	namaw	8	
Ukit	which	naʔ ema	na7ema	8	
Kadorih	which	ʤu moh	jumoh	9	
Kelai	which	niː moh	nimoh	9	
Hovongan	which	ni monen	nimonen	9	
Kereho	which	ni mo nɛ	nimonE	9	
Seputan	which	nemon horuʔ	nemonhoru7	9	
Aoheng	which	ne mon hona	nemonhona	9	
Penan Mubui	which	emah	emah	9	
Penan Beku	which	eman	eman	9	
Penan Jekitan	which	yaʔ emah	ia7emah	10	
Vo	which	yaʔmɨ	ia7m3	10	
Pawe	which	yəʔ mbəy	i37mb3i	10	
Gah	which	yaʔ ŋgi	ia7Ngi	10	
Laang	which	mbi	mbi	10	
Sawa	which	yaʔ mbi	ia7mbi	10	
Ambalo	which	nuindi	nuindi	11	
Mualang	which	tə ni	t3ni	12	
Hliboi Bidayuh	which	goʔ koy	go7koi	13	
Golik	which	bakanih	bakanih	14	
Dalat Melanau	which	wa an	waan	15	
Punan Bah	which	ai din	aidin	16	
Beketan	which	hin nupa	hinnupa	17	
Lun-Dayeh	which	kəppəh dih	k3pp3hdih	18	
Kiput	which	anəw	an3w	19	
Indonesian/Malay	whirlpool	pusaran air	pusaranair	1	
Seberuang	whirlpool	pusaɣ aeʔ	pusaxae7	1	
Mualang	whirlpool	pusaɣ aiʔ	pusaxai7	1	
Benyadu	whirlpool	pusat paitn	pusatpaitn	1	
Pangkodan Sanggau	whirlpool	pusaɣaŋ piŋ	pusaxaNpiN	1	
Kapuas	whirlpool	pusaran danum	pusarandanum	1	
Bakumpai	whirlpool	puseran danum	puserandanum	1	
Ketapang	whirlpool	ulak	ulak	2	
Jangkang	whirlpool	tuda aiʔ	tudaai7	2	
Maanyan	whirlpool	ulak ranuʔ	ulakranu7	2	
Tunjung	whirlpool	ulək anum	ul3kanum	2	
Basap (Lebo)	whirlpool	ulaʔ	ula7	2	
Ambalo	whirlpool	bubuli	bubuli	3	
Sekapan	whirlpool	kələçəw	k3l3S3w	3	
Kejaman	whirlpool	kələcaw	k3l3Taw	3	
Punan Bah	whirlpool	kəlalisu	k3lalisu	3	
Kiput	whirlpool	kəbulih	k3bulih	3	
Busang	whirlpool	ivak	ivak	4	
Bahau Saq	whirlpool	ifak	ifak	4	
Lahanan	whirlpool	ivək	iv3k	4	
Penan Beku	whirlpool	ivək	iv3k	4	
Mpraa	whirlpool	kəlɛkɛə̯	k3lEkE3	5	
Apo Kayan Kayan	whirlpool	kəlikat	k3likat	5	
Punan Aput	whirlpool	kəlikat	k3likat	5	
Punan Lisum	whirlpool	kakot	kakot	6	
Ukit	whirlpool	kakot	kakot	6	
Hovongan	whirlpool	kokeok	kokeok	6	
Dusun	whirlpool	leok	leok	7	
Tawoyan	whirlpool	user leok	userleok	7	
Kereho	whirlpool	loleok	loleok	7	
Buket	whirlpool	kɨrɨ keoŋ	k3r3keoN	8	
Aoheng	whirlpool	kərəkeoŋ	k3r3keoN	8	
Bekati	whirlpool	lubuʔ	lubu7	9	
Paser	whirlpool	ləmbuer	l3mbuer	9	
Burusu	whirlpool	limbuʔ	limbu7	9	
Keninjal	whirlpool	ual	ual	10	
Golik	whirlpool	wál	wal	10	
Kadorih	whirlpool	lisuŋ undaŋ	lisuNundaN	11	
Seputan	whirlpool	losuŋ toaŋ	losuNtoaN	11	
Kendayan 2	whirlpool	aiʔ baputar	ai7baputar	12	
Hliboi Bidayuh	whirlpool	alikŋ piʔitn	alikNpi7itn	13	
Sungkung	whirlpool	ŋkali piʔitn	Nkalipi7itn	14	
Ngaju	whirlpool	tambuleŋ	tambuleN	15	
Long Gelat	whirlpool	kənseyŋ	k3nseiN	16	
Gaai	whirlpool	dgul	dgul	17	
Kelai	whirlpool	gubliŋ læk	gubliNlEk	18	
Beketan	whirlpool	bəkurey	b3kurei	19	
Tau	whirlpool	bəlilək	b3lil3k	20	
Lun-Dayeh	whirlpool	faʔ pədepər	fa7p3dep3r	21	
Kiput	whirlpool	lisoə	liso3	22	
Berawan (jeegan)	whirlpool	ləcawŋʷ	l3TawNw	23	
Berawan (Terawan)	whirlpool	irot	irot	24	
Taman	white	baburak	baburak	1	
Ambalo	white	bautɛʔ	bautE7	1	2
Indonesian/Malay	white	putih	putih	1	3
Kendayan 2	white	naŋ putih	naNputih	1	3
Ketapang	white	putɛh	putEh	1	3
Keninjal	white	putih	putih	1	3
Seberuang	white	putiə̯h	puti3h	1	3
Upper Kapuas Iban	white	buræʔ	burE7	1	
Mualang	white	putɛə̯h	putE3h	1	3
Benyadu	white	putih	putih	1	3
Hliboi Bidayuh	white	ddaʔ	dda7	1	4
Sungkung	white	budaʔ	buda7	1	4
Golik	white	budaʔ	buda7	1	4
Jangkang	white	putɛh	putEh	1	3
Pangkodan Sanggau	white	putɛh	putEh	1	3
Kadorih	white	putiʔ	puti7	1	3
Ngaju	white	putiʔ	puti7	1	3
Kapuas	white	bəputiʔ	b3puti7	1	3
Bakumpai	white	bəputiʔ	b3puti7	1	3
Tawoyan	white	bura	bura	1	4
Paser	white	bura	bura	1	4
Benuaq	white	bura	bura	1	4
Tunjung	white	putiʔ	puti7	1	3
Basap (Lebo)	white	puteʔ	pute7	1	3
Tabalar Basap	white	putih	putih	1	3
Segai Basap	white	putih	putih	1	3
Ngorek	white	puti	puti	1	3
Baram Kayan	white	puti	puti	1	3
Apo Kayan Kayan	white	putiːʔ	puti7	1	3
Busang	white	putiʔ	puti7	1	3
Bahau Saq	white	putiːʔ	puti7	1	3
PKM	white	putiʔ	puti7	1	3
Dalat Melanau	white	puteʔ	pute7	1	3
Kanowit	white	putiʔ	puti7	1	3
Sekapan	white	putiʔ	puti7	1	3
Kejaman	white	puteyʔ	putei7	1	3
Lahanan	white	putiʔ	puti7	1	3
Punan Bah	white	buñaʔ	buna7	1	5
Beketan	white	buhak	buhak	1	
Punan Lisum	white	buhak	buhak	1	
Ukit	white	buhak	buhak	1	
Buket	white	buhak	buhak	1	
Hovongan	white	pute	pute	1	3
Kereho	white	potiʔ	poti7	1	3
Seputan	white	potiʔ	poti7	1	3
Aoheng	white	potiʔ	poti7	1	3
Sebop (old)	white	puti	puti	1	3
Penan Jekitan	white	potiʔ	poti7	1	3
Penan Beku	white	potiʔ	poti7	1	3
Vo	white	puteʔ	pute7	1	3
Pawe	white	putiʔ	puti7	1	3
Gah	white	puteʔ	pute7	1	3
Laang	white	puteʔ	pute7	1	3
Sawa	white	puteʔ	pute7	1	3
Tau	white	puteʔ	pute7	1	3
Badeng	white	puteʔ	pute7	1	3
Lun-Dayeh	white	bodaʔ	boda7	1	4
Kelabit	white	budaʔ	buda7	1	4
Miri	white	futayʔ	futai7	1	3
Narum	white	putayʔ	putai7	1	3
Kiput	white	putaiʔ	putai7	1	3
Berawan (jeegan)	white	potɛ	potE	1	3
Berawan (Terawan)	white	pute	pute	1	3
SBisaya	white	napurak	napurak	1	6
BrDusun	white	purak	purak	1	6
LBisaya	white	purak	purak	1	6
Lotud	white	opurak	opurak	1	6
Burusu	white	purak	purak	1	6
Idaan	white	putiʔ	puti7	1	3
Seguliud	white	putiʔ	puti7	1	3
Begak	white	putiʔ	puti7	1	3
Bonggi	white	putiʔ	puti7	1	3
Molbog	white	moputiʔ	moputi7	1	3
Bulungan	white	puti	puti	1	3
Ribun	white	mopau	mopau	2	7
Ribun	white	mopan	mopan	2	7
Penan Mubui	white	məbeŋ	m3beN	2	8
Maanyan	white	mahilak	mahilak	3	9
Dusun	white	mahilak	mahilak	3	9
Mpraa	white	tuy	tui	4	3
Mpraa	white	tuey	tuei	4	3
Long Gelat	white	sumhoa̯ŋ	sumhoaN	5	10
Modang woeg helag	white	səmho͂ŋ	s3mhoN	5	10
Gaai	white	masliə̯t	masli3t	6	11
Kelai	white	maslɛt	maslEt	6	11
Bekati	white	ɣaŋak	xaNak	7	12
Punan Tuvu'	white	cərow	T3row	8	13
Punan Aput	white	siap	siap	9	14
Rungus	white	opurak			6
Kadazan Kimanis	white	opuak			6
Dumpas	white	oputiʔ			3
Lingkabau	white	əputiʔ			3
Lobu Lanas	white	əpurak			6
Tatana	white	mopurak			6
Papar	white	purak			6
Timugon Murut	white	mapulak			6
Tidung Sumbol	white	nopulak			6
Indonesian/Malay	who	siapa	siapa	1	
Kendayan 2	who	sae	sae	1	
Ketapang	who	siopo	siopo	1	
Keninjal	who	sopay	sopai	1	
Seberuang	who	sapa	sapa	1	
Upper Kapuas Iban	who	sapa	sapa	1	
Mualang	who	siapa	siapa	1	
Dalat Melanau	who	say	sai	1	
Sekapan	who	say	sai	1	
Kejaman	who	cay	Tai	1	
Lahanan	who	cay	Tai	1	
Sebop (old)	who	ci	Ti	1	
Benyadu	who	asi	asi	2	
Bekati	who	asi	asi	2	
Sungkung	who	asi	asi	2	
Golik	who	ɔsih	osih	2	
Jangkang	who	osih	osih	2	
Ribun	who	osɛh	osEh	2	
Pangkodan Sanggau	who	ɔsih	osih	2	
Ngorek	who	ahi	ahi	2	
Punan Tuvu'	who	a hey	ahei	2	
Taman	who	ti kauh	tikauh	3	
Ngaju	who	eweh	eweh	3	
Kapuas	who	yaweh	iaweh	3	
Bakumpai	who	yaweh	iaweh	3	
Maanyan	who	hieʔ	hie7	3	
Dusun	who	hieʔ	hie7	3	
Tawoyan	who	no meʔ	nome7	3	
Benuaq	who	ənceʔ	3nTe7	3	
Basap (Lebo)	who	nseʔ	nse7	3	
Segai Basap	who	insih	insih	3	
Mpraa	who	hãyʔ	hai7	3	
Baram Kayan	who	hiʔ	hi7	3	
Apo Kayan Kayan	who	hiʔ	hi7	3	
Busang	who	hiʔ	hi7	3	
Bahau Saq	who	hiːʔ	hi7	3	
PKM	who	hiʔ	hi7	3	
Long Gelat	who	hãe̯ʔ	hae7	3	
Modang woeg helag	who	haeʔ hɪ͂ʔ	hae7hi7	3	
Gaai	who	hae̯ʔ	hae7	3	
Kelai	who	hɛʔ	hE7	3	
Kanowit	who	hai	hai	3	
Punan Bah	who	ei	ei	3	
Beketan	who	hẽỹ	hei	3	
Punan Lisum	who	heʔ	he7	3	
Punan Aput	who	hẽy	hei	3	
Ukit	who	heʔ	he7	3	
Buket	who	heʔ	he7	3	
Hovongan	who	heʔ a	he7a	3	
Kereho	who	hiːʔ	hi7	3	
Seputan	who	hiʔ	hi7	3	
Aoheng	who	hiʔ	hi7	3	
Penan Mubui	who	seeʔ	see7	3	
Penan Jekitan	who	siiʔ	sii7	3	
Penan Beku	who	siah	siah	3	
Vo	who	aeʔ	ae7	3	
Pawe	who	iʔ	i7	3	
Gah	who	eeʔ	ee7	3	
Laang	who	eeʔ	ee7	3	
Sawa	who	aeʔ	ae7	3	
Tau	who	aeʔ	ae7	3	
Badeng	who	eeʔ	ee7	3	
Kelabit	who	iih	iih	3	
Miri	who	say yeh	saiieh	3	
Berawan (jeegan)	who	kaʔay	ka7ai	3	
Berawan (Terawan)	who	kaʔeh	ka7eh	3	
Narum	who	n͂i	ni	4	
Kiput	who	ñəy	n3i	4	
Ambalo	who	ntain	ntain	5	
Hliboi Bidayuh	who	isiə̯tn	isi3tn	6	
Tunjung	who	un͂a	una	7	
Tabalar Basap	who	mban͂a	mbana	8	
Lun-Dayeh	who	ide	ide	9	
Indonesian/Malay	why	kənapa	k3napa	1	
Keninjal	why	kənapa	k3napa	1	
Ambalo	why	masi	masi	2	
Kendayan 2	why	ŋahe	Nahe	2	
Ketapang	why	ilo bapo	ilobapo	2	
Seberuang	why	ŋapa	Napa	2	
Upper Kapuas Iban	why	lapa	lapa	2	
Mualang	why	ŋapa	Napa	2	
Tunjung	why	n͂ama	nama	2	
Benyadu	why	kanʤai	kanjai	3	
Bekati	why	kat ʤai̩	katjai	3	
Ngaju	why	buhen	buhen	4	
Kapuas	why	buhen	buhen	4	
Bakumpai	why	buhen	buhen	4	
Tabalar Basap	why	non səbab	nons3bab	5	
Segai Basap	why	non səbab	nons3bab	5	
Kadorih	why	ombay	ombai	6	
Mpraa	why	mpaɛ	mpaE	6	
Taman	why	ekamanu͂	ekamanu	7	
Busang	why	naʔ nun	na7nun	7	
Bahau Saq	why	naʔ nuh	na7nuh	7	
Long Gelat	why	neʔ nuːn	ne7nun	7	
Modang woeg helag	why	naʔ noən	na7no3n	7	
Gaai	why	nae̯ʔ noə̯n	nae7no3n	7	
Kelai	why	si nanon	sinanon	7	
Beketan	why	mey han	meihan	7	
Punan Lisum	why	meʔ anu	me7anu	7	
Punan Aput	why	meʔ nu	me7nu	7	
Apo Kayan Kayan	why	nunoʔ diʔ	nuno7di7	8	
Dalat Melanau	why	buyaʔ naw	buia7naw	8	
Sekapan	why	uʔ naw	u7naw	8	
Lahanan	why	mənaw	m3naw	8	
Punan Bah	why	nu me naʔ	numena7	8	
Buket	why	anu kɨ	anuk3	9	
Seputan	why	konuʔ ko	konu7ko	9	
Aoheng	why	konuʔ ko	konu7ko	9	
Hliboi Bidayuh	why	anin bah	aninbah	10	
Sungkung	why	koʔ	ko7	10	
Golik	why	mɔniç	moniS	10	
Jangkang	why	leh onih	lehonih	10	
Ribun	why	ŋoneh	Noneh	10	
Pangkodan Sanggau	why	kanih	kanih	10	
Paser	why	kənoneʔ	k3none7	10	
Benuaq	why	oːn esaʔ	onesa7	10	
Basap (Lebo)	why	ŋune	Nune	10	
Kejaman	why	kopah	kopah	10	
Penan Mubui	why	kinəwʔ	kin3w7	10	
Penan Jekitan	why	koriʔ	kori7	10	
Penan Beku	why	koriʔ	kori7	10	
Lun-Dayeh	why	modəh	mod3h	10	
Kelabit	why	kudəh	kud3h	10	
Dusun	why	uwah inun	uwahinun	11	
Ngorek	why	oban nun	obannun	11	
Baram Kayan	why	aviŋ nun	aviNnun	11	
Vo	why	uɓan inu	upaninu	11	
Pawe	why	uvan inəw	uvanin3w	11	
Gah	why	uban inu	ubaninu	11	
Sawa	why	uban inu	ubaninu	11	
Tau	why	bənu	b3nu	11	
Badeng	why	baniyoʔ	baniio7	11	
Ukit	why	ranu pəʔ	ranup37	12	
Hovongan	why	houre honuna	hourehonuna	13	
Kereho	why	tiri ono	tiriono	14	
Seberuang	wide	bəsay	b3sai	1	
Upper Kapuas Iban	wide	bəsay	b3sai	1	
Kendayan 2	wide	lebar	lebar	2	
Ketapang	wide	libar	libar	2	
Keninjal	wide	libaɣ	libax	2	
Mualang	wide	libáɣ	libax	2	
Golik	wide	lɛbar	lEbar	2	
Ribun	wide	bulamah	bulamah	2	
Pangkodan Sanggau	wide	libaɣə	libax3	2	
Basap (Lebo)	wide	luar	luar	2	
Tabalar Basap	wide	lawah	lawah	2	
Segai Basap	wide	lamuh	lamuh	2	
Punan Aput	wide	lehiʔ	lehi7	2	
Buket	wide	rava	rava	2	
Hovongan	wide	laveŋ	laveN	2	
Kereho	wide	luha	luha	2	
Seputan	wide	laveŋ	laveN	2	
Aoheng	wide	rava	rava	2	
Penan Jekitan	wide	awəŋ	aw3N	2	
BrDusun	wide	libar	libar	2	
LBisaya	wide	libar	libar	2	
Burusu	wide	tubal	tubal	2	
Ngaju	wide	haiʔ	hai7	3	
Kapuas	wide	haiʔ	hai7	3	
Dusun	wide	hanteʔ	hante7	3	
Apo Kayan Kayan	wide	bəreə̯ŋ	b3re3N	4	
Apo Kayan Kayan	wide	breə̯ŋ	bre3N	4	
Busang	wide	bəraŋ	b3raN	4	
PKM	wide	biraŋ	biraN	4	
Long Gelat	wide	bəluə̯ŋ	b3lu3N	4	
Modang woeg helag	wide	bəliəŋ	b3li3N	4	
Lun-Dayeh	wide	bəlad	b3lad	4	
Hliboi Bidayuh	wide	iu̩h	iuh	5	
Sungkung	wide	ai̩	ai	5	
Ngorek	wide	ayaʔ	aia7	5	
Bahau Saq	wide	ayaʔ	aia7	5	
Dalat Melanau	wide	ayaŋ	aiaN	5	
Punan Tuvu'	wide	ayoʔ	aio7	5	
SBisaya	wide	mapilaʔ	mapila7	5	
Benyadu	wide	asóːʔ	aso7	6	
Jangkang	wide	dais	dais	6	
Kadorih	wide	saɾuah	saruah	6	
Maanyan	wide	dedeh	dedeh	6	
Tunjung	wide	haʤaʔ	haja7	6	
Sekapan	wide	adaʔ	ada7	6	
Kejaman	wide	adaːʔ	ada7	6	
Punan Lisum	wide	aʤoʔ	ajo7	6	
Beketan	wide	mawa	mawa	7	
Punan Aput	wide	ma͂wa͂	mawa	7	
Pawe	wide	nawa	nawa	7	
Sebop (old)	wide	biu	biu	8	
Laang	wide	biyoʔ	biio7	8	
Berawan (jeegan)	wide	kiʤəy	kij3i	9	
Berawan (Terawan)	wide	kiʤeh	kijeh	9	
BrDusun	wide	gayo	gaio	10	
LBisaya	wide	gayo	gaio	10	
Paser	wide	sae	sae	11	
Benuaq	wide	solay	solai	11	
Lahanan	wide	kapan	kapan	12	
Ukit	wide	məkevak	m3kevak	12	
Penan Mubui	wide	kəvat	k3vat	12	
Ambalo	wide	taʤaŋkˣa	tajaNka	13	
Bekati	wide	aŋhṵː	aNhu	14	
Mpraa	wide	ləntayə̯	l3ntai3	15	
Lotud	wide	akalab	akalab	16	
Ambalo	widow	sanda	sanda	1	
Indonesian/Malay	widow	ʤəndela	j3ndela	1	
Kendayan 2	widow	ʤanda	janda	1	
Ketapang	widow	ʤando	jando	1	
Keninjal	widow	ʤanda	janda	1	
Upper Kapuas Iban	widow	ʤanda	janda	1	
Mualang	widow	ʤanda	janda	1	
Benyadu	widow	ranaʔ	rana7	1	
Bekati	widow	ɣana	xana	1	
Hliboi Bidayuh	widow	ʤanaː	jana	1	
Golik	widow	danda	danda	1	
Ribun	widow	ʤanda	janda	1	
Pangkodan Sanggau	widow	ʤanda	janda	1	
Gaai	widow	ʤandaʔ	janda7	1	
Jangkang	widow	boɣu	boxu	2	
